crash_id,road_user,age_group
20105082,Driver,65_to_74
20105002,Passenger,17_to_25
20105156,Passenger,26_to_39
20105136,Driver,26_to_39
20105172,Driver,26_to_39
20105040,Passenger,17_to_25
20105084,Motorcycle pillion passenger,0_to_16
20105105,Driver,17_to_25
20105084,Driver,26_to_39
20105124,Driver,40_to_64
20105158,Motorcycle rider,26_to_39
20105120,Motorcycle rider,26_to_39
20105007,Passenger,17_to_25
20105097,Driver,26_to_39
20105151,Passenger,26_to_39
20105171,Passenger,26_to_39
20105171,Driver,26_to_39
20105076,Driver,17_to_25
20105046,Driver,26_to_39
20105153,Driver,26_to_39
20105070,Passenger,0_to_16
20105070,Passenger,0_to_16
20105109,Passenger,0_to_16
20105023,Driver,17_to_25
20105052,Driver,26_to_39
20105020,Passenger,75_or_older
20105030,Driver,75_or_older
20105100,Motorcycle rider,17_to_25
20105104,Motorcycle rider,26_to_39
20105163,Driver,40_to_64
20105092,Passenger,65_to_74
20105164,Pedestrian,40_to_64
20105034,Passenger,17_to_25
20105034,Driver,17_to_25
20105025,Driver,17_to_25
20105042,Driver,40_to_64
20105113,Driver,40_to_64
20105008,Motorcycle pillion passenger,40_to_64
20105061,Driver,40_to_64
20105047,Driver,26_to_39
20105019,Driver,26_to_39
20105033,Driver,40_to_64
20105146,Pedestrian,26_to_39
20105121,Driver,40_to_64
20105139,Driver,75_or_older
20105062,Driver,26_to_39
20105072,Driver,26_to_39
20105103,Driver,17_to_25
20105031,Passenger,17_to_25
20105093,Driver,26_to_39
20105035,Driver,40_to_64
20105051,Motorcycle rider,40_to_64
20105134,Motorcycle rider,65_to_74
20105044,Motorcycle rider,26_to_39
20105049,Passenger,0_to_16
20105049,Driver,17_to_25
20105168,Driver,17_to_25
20105065,Driver,17_to_25
20105012,Passenger,40_to_64
20105096,Driver,65_to_74
20105037,Pedestrian,0_to_16
20105112,Pedestrian,17_to_25
20105024,Pedestrian,40_to_64
20105108,Pedestrian,17_to_25
20105142,Driver,40_to_64
20105081,Driver,40_to_64
20105127,Passenger,17_to_25
20105054,Motorcycle rider,17_to_25
20105066,Driver,40_to_64
20105068,Motorcycle rider,26_to_39
20105160,Driver,17_to_25
20105175,Passenger,26_to_39
20105126,Motorcycle rider,40_to_64
20105043,Driver,17_to_25
20105048,Driver,26_to_39
20105048,Passenger,26_to_39
20105099,Passenger,26_to_39
20105099,Driver,26_to_39
20105091,Motorcycle rider,26_to_39
20105060,Driver,40_to_64
20105102,Pedal cyclist,65_to_74
20105010,Pedestrian,0_to_16
20105039,Pedestrian,40_to_64
20105022,Passenger,40_to_64
20105137,Driver,17_to_25
20105071,Pedestrian,17_to_25
20105149,Driver,40_to_64
20105058,Driver,40_to_64
20105129,Driver,26_to_39
20105056,Driver,26_to_39
20105098,Other,75_or_older
20105029,Passenger,75_or_older
20105055,Motorcycle pillion passenger,17_to_25
20105117,Pedal cyclist,40_to_64
20105078,Motorcycle rider,40_to_64
20105086,Passenger,65_to_74
20105086,Driver,65_to_74
20105067,Pedestrian,0_to_16
20105133,Pedestrian,40_to_64
20105147,Pedestrian,40_to_64
20105021,Passenger,0_to_16
20105013,Driver,26_to_39
20105077,Passenger,75_or_older
20105170,Motorcycle rider,26_to_39
20105166,Pedestrian,40_to_64
20105141,Motorcycle rider,40_to_64
20105088,Motorcycle rider,40_to_64
20105074,Driver,40_to_64
20105122,Driver,75_or_older
20105107,Driver,17_to_25
20105122,Passenger,65_to_74
20105069,Pedestrian,17_to_25
20105079,Driver,17_to_25
20105005,Driver,17_to_25
20105154,Motorcycle rider,40_to_64
20105148,Driver,40_to_64
20095079,Driver,26_to_39
20095069,Passenger,26_to_39
20095172,Driver,26_to_39
20095028,Driver,0_to_16
20095169,Motorcycle rider,26_to_39
20095113,Driver,26_to_39
20095070,Driver,40_to_64
20095018,Driver,65_to_74
20095067,Passenger,26_to_39
20095094,Passenger,75_or_older
20095040,Motorcycle rider,40_to_64
20095101,Passenger,65_to_74
20095086,Pedestrian,26_to_39
20095026,Driver,40_to_64
20095123,Pedestrian,65_to_74
20095097,Driver,26_to_39
20095101,Driver,75_or_older
20095090,Driver,75_or_older
20095125,Driver,17_to_25
20095064,Motorcycle rider,40_to_64
20095057,Driver,17_to_25
20095061,Driver,17_to_25
20095035,Driver,26_to_39
20095085,Driver,26_to_39
20095041,Driver,40_to_64
20095105,Driver,17_to_25
20095036,Driver,40_to_64
20095020,Driver,40_to_64
20095050,Passenger,75_or_older
20095163,Driver,17_to_25
20095170,Driver,26_to_39
20095104,Motorcycle rider,40_to_64
20095021,Motorcycle rider,40_to_64
20095111,Driver,40_to_64
20095044,Pedestrian,65_to_74
20095127,Driver,17_to_25
20095092,Driver,40_to_64
20095056,Driver,40_to_64
20095149,Driver,40_to_64
20095164,Passenger,0_to_16
20095046,Driver,17_to_25
20095083,Driver,26_to_39
20095083,Passenger,26_to_39
20095174,Driver,26_to_39
20095174,Passenger,40_to_64
20095107,Passenger,0_to_16
20095023,Driver,26_to_39
20095009,Driver,40_to_64
20095066,Driver,40_to_64
20095027,Passenger,0_to_16
20095027,Driver,40_to_64
20095166,Passenger,0_to_16
20095146,Passenger,0_to_16
20095166,Driver,17_to_25
20095106,Passenger,26_to_39
20095077,Motorcycle rider,40_to_64
20095131,Passenger,40_to_64
20095124,Driver,40_to_64
20095098,Driver,40_to_64
20095089,Driver,40_to_64
20095030,Pedestrian,40_to_64
20095030,Pedestrian,40_to_64
20095154,Pedestrian,0_to_16
20095095,Pedestrian,40_to_64
20095095,Pedestrian,26_to_39
20095115,Passenger,0_to_16
20095048,Motorcycle rider,40_to_64
20095083,Driver,40_to_64
20095151,Passenger,65_to_74
20095147,Driver,65_to_74
20095110,Driver,65_to_74
20095167,Motorcycle rider,26_to_39
20095161,Passenger,17_to_25
20095158,Driver,17_to_25
20095060,Driver,26_to_39
20095062,Driver,65_to_74
20095136,Driver,40_to_64
20095082,Pedestrian,17_to_25
20095082,Pedestrian,17_to_25
20095025,Driver,17_to_25
20095099,Pedestrian,40_to_64
20095074,Motorcycle rider,40_to_64
20095102,Passenger,65_to_74
20095054,Motorcycle rider,26_to_39
20095139,Motorcycle rider,40_to_64
20095047,Driver,40_to_64
20095160,Pedestrian,26_to_39
20095019,Pedestrian,40_to_64
20095103,Driver,17_to_25
20095118,Passenger,0_to_16
20095091,Passenger,0_to_16
20095156,Passenger,17_to_25
20095156,Passenger,26_to_39
20095037,Driver,26_to_39
20095075,Passenger,0_to_16
20095012,Passenger,26_to_39
20095122,Driver,26_to_39
20095153,Pedestrian,75_or_older
20095114,Passenger,26_to_39
20095038,Driver,17_to_25
20095137,Driver,17_to_25
20095117,Motorcycle rider,26_to_39
20095073,Driver,40_to_64
20095003,Passenger,17_to_25
20095109,Motorcycle rider,26_to_39
20095063,Passenger,26_to_39
20095144,Driver,26_to_39
20095039,Driver,0_to_16
20095052,Driver,17_to_25
20095112,Driver,40_to_64
20095013,Driver,40_to_64
20095093,Driver,40_to_64
20095002,Pedestrian,17_to_25
20095051,Motorcycle rider,17_to_25
20095157,Passenger,26_to_39
20095017,Passenger,17_to_25
20095017,Driver,17_to_25
20095053,Driver,17_to_25
20095152,Driver,17_to_25
20095135,Passenger,40_to_64
20095119,Driver,17_to_25
20095072,Motorcycle rider,26_to_39
20095005,Driver,26_to_39
20095145,Motorcycle rider,65_to_74
20095006,Pedestrian,26_to_39
20095134,Pedestrian,40_to_64
20095108,Pedestrian,26_to_39
20095120,Pedestrian,0_to_16
20095031,Driver,17_to_25
20095155,Driver,65_to_74
20095159,Passenger,17_to_25
20095055,Driver,26_to_39
20095065,Motorcycle rider,26_to_39
20095029,Motorcycle rider,40_to_64
20095015,Driver,40_to_64
20095015,Passenger,40_to_64
20095121,Passenger,75_or_older
20095121,Passenger,75_or_older
20095007,Driver,26_to_39
20095141,Driver,26_to_39
20095165,Driver,40_to_64
20095010,Passenger,17_to_25
20095171,Driver,40_to_64
20095081,Motorcycle rider,26_to_39
20095116,Driver,26_to_39
20095130,Driver,26_to_39
20095148,Motorcycle rider,17_to_25
20095045,Passenger,0_to_16
20095076,Motorcycle rider,17_to_25
20095022,Motorcycle rider,26_to_39
20095175,Driver,40_to_64
20095126,Driver,40_to_64
20095138,Motorcycle rider,40_to_64
20095042,Driver,65_to_74
20095049,Pedestrian,26_to_39
20095071,Pedestrian,75_or_older
20095096,Pedestrian,26_to_39
20095078,Passenger,0_to_16
20095059,Driver,26_to_39
20095016,Passenger,17_to_25
20095024,Driver,17_to_25
20095004,Motorcycle rider,26_to_39
20095043,Passenger,26_to_39
20095140,Motorcycle rider,26_to_39
20095133,Motorcycle rider,40_to_64
20095080,Motorcycle rider,40_to_64
20095011,Driver,26_to_39
20095162,Motorcycle rider,17_to_25
20095162,Passenger,17_to_25
20095088,Driver,17_to_25
20095150,Motorcycle rider,17_to_25
20095168,Driver,17_to_25
20095033,Driver,40_to_64
20095087,Driver,40_to_64
20095032,Driver,65_to_74
20095132,Pedestrian,40_to_64
20095043,Driver,26_to_39
20095034,Driver,17_to_25
20095058,Driver,65_to_74
20095100,Driver,26_to_39
20095128,Driver,26_to_39
20095176,Passenger,40_to_64
20095008,Passenger,0_to_16
20095014,Driver,26_to_39
20095084,Driver,17_to_25
20095001,Passenger,17_to_25
20095129,Motorcycle rider,40_to_64
20095142,Motorcycle rider,40_to_64
20095173,Pedestrian,17_to_25
20095068,Pedestrian,17_to_25
20095143,Passenger,40_to_64
20085029,Driver,17_to_25
20085152,Passenger,0_to_16
20085171,Driver,40_to_64
20085069,Passenger,0_to_16
20085093,Motorcycle rider,17_to_25
20085114,Driver,17_to_25
20085069,Driver,26_to_39
20085084,Motorcycle rider,26_to_39
20085160,Passenger,26_to_39
20085160,Passenger,26_to_39
20085155,Motorcycle rider,26_to_39
20085106,Driver,26_to_39
20085005,Driver,26_to_39
20085054,Motorcycle rider,40_to_64
20085107,Driver,40_to_64
20085006,Driver,65_to_74
20085072,Motorcycle rider,17_to_25
20085050,Driver,26_to_39
20085022,Driver,40_to_64
20085127,Driver,17_to_25
20085061,Pedal cyclist,65_to_74
20085150,Pedestrian,17_to_25
20085120,Motorcycle rider,17_to_25
20085133,Driver,26_to_39
20085147,Passenger,26_to_39
20085147,Driver,26_to_39
20085090,Motorcycle rider,26_to_39
20085126,Driver,26_to_39
20085138,Driver,75_or_older
20085172,Driver,17_to_25
20085021,Motorcycle rider,17_to_25
20085143,Passenger,17_to_25
20085124,Driver,40_to_64
20085098,Driver,65_to_74
20085017,Pedal cyclist,0_to_16
20085002,Driver,17_to_25
20085115,Driver,26_to_39
20085039,Passenger,40_to_64
20085117,Pedestrian,65_to_74
20085030,Driver,65_to_74
20085059,Pedestrian,17_to_25
20085146,Pedestrian,65_to_74
20085079,Driver,0_to_16
20085087,Driver,17_to_25
20085165,Driver,26_to_39
20085009,Driver,40_to_64
20085119,Passenger,17_to_25
20085035,Passenger,17_to_25
20085035,Driver,17_to_25
20085121,Motorcycle rider,26_to_39
20085145,Motorcycle rider,40_to_64
20085042,Driver,17_to_25
20085100,Motorcycle rider,65_to_74
20085182,Driver,26_to_39
20085033,Passenger,75_or_older
20085083,Passenger,0_to_16
20085032,Motorcycle rider,26_to_39
20085085,Driver,26_to_39
20085036,Driver,40_to_64
20085040,Driver,40_to_64
20085113,Motorcycle rider,26_to_39
20085092,Driver,17_to_25
20085156,Driver,40_to_64
20085101,Passenger,75_or_older
20085043,Motorcycle rider,17_to_25
20085161,Motorcycle rider,26_to_39
20085038,Passenger,40_to_64
20085166,Motorcycle rider,65_to_74
20085163,Motorcycle rider,26_to_39
20085142,Motorcycle rider,26_to_39
20085096,Driver,17_to_25
20085031,Motorcycle rider,40_to_64
20085130,Driver,17_to_25
20085130,Passenger,17_to_25
20085130,Passenger,17_to_25
20085118,Driver,17_to_25
20085137,Driver,40_to_64
20085023,Driver,40_to_64
20085078,Driver,17_to_25
20085074,Driver,26_to_39
20085066,Driver,17_to_25
20085094,Driver,26_to_39
20085048,Driver,40_to_64
20085183,Motorcycle rider,40_to_64
20085041,Passenger,40_to_64
20085154,Pedestrian,40_to_64
20085026,Pedestrian,40_to_64
20085028,Pedestrian,65_to_74
20085139,Driver,40_to_64
20085153,Driver,65_to_74
20085109,Other,17_to_25
20085110,Motorcycle rider,26_to_39
20085052,Driver,40_to_64
20085014,Driver,40_to_64
20085122,Driver,40_to_64
20085024,Passenger,75_or_older
20085105,Passenger,0_to_16
20085112,Passenger,0_to_16
20085037,Driver,40_to_64
20085123,Driver,17_to_25
20085082,Motorcycle rider,17_to_25
20085173,Driver,40_to_64
20085159,Driver,26_to_39
20085060,Passenger,0_to_16
20085060,Passenger,0_to_16
20085108,Driver,17_to_25
20085091,Passenger,26_to_39
20085007,Driver,40_to_64
20085060,Driver,17_to_25
20085010,Driver,26_to_39
20085099,Driver,26_to_39
20085060,Passenger,17_to_25
20085174,Motorcycle rider,75_or_older
20085018,Passenger,17_to_25
20085053,Motorcycle rider,17_to_25
20085049,Driver,17_to_25
20085149,Driver,26_to_39
20085055,Motorcycle rider,40_to_64
20085149,Driver,40_to_64
20085157,Pedestrian,75_or_older
20085185,Pedestrian,26_to_39
20085128,Pedestrian,40_to_64
20085075,Driver,17_to_25
20085091,Passenger,40_to_64
20085181,Driver,40_to_64
20085131,Driver,17_to_25
20085065,Driver,17_to_25
20085012,Driver,26_to_39
20085080,Motorcycle rider,17_to_25
20085020,Motorcycle rider,17_to_25
20085167,Motorcycle rider,17_to_25
20085135,Passenger,26_to_39
20085086,Driver,17_to_25
20085134,Passenger,40_to_64
20085134,Driver,65_to_74
20085177,Driver,75_or_older
20085067,Pedal cyclist,75_or_older
20085129,Pedestrian,40_to_64
20085025,Driver,40_to_64
20085034,Pedestrian,26_to_39
20085144,Pedestrian,26_to_39
20085179,Pedestrian,40_to_64
20085102,Driver,17_to_25
20085076,Driver,17_to_25
20085051,Driver,17_to_25
20085071,Driver,26_to_39
20085158,Passenger,0_to_16
20085175,Driver,17_to_25
20085175,Passenger,17_to_25
20085111,Driver,17_to_25
20085008,Motorcycle rider,40_to_64
20085058,Driver,75_or_older
20085178,Driver,40_to_64
20085019,Driver,65_to_74
20085151,Pedestrian,0_to_16
20085045,Driver,26_to_39
20085140,Passenger,0_to_16
20085184,Passenger,17_to_25
20085011,Driver,26_to_39
20085077,Driver,26_to_39
20085168,Driver,40_to_64
20085103,Passenger,0_to_16
20085140,Passenger,17_to_25
20085148,Driver,40_to_64
20085103,Passenger,65_to_74
20085103,Driver,65_to_74
20085004,Motorcycle rider,40_to_64
20085073,Motorcycle rider,40_to_64
20085013,Driver,26_to_39
20085125,Motorcycle rider,26_to_39
20085180,Driver,75_or_older
20085176,Passenger,0_to_16
20085176,Driver,17_to_25
20085170,Motorcycle rider,26_to_39
20085176,Driver,40_to_64
20085088,Driver,65_to_74
20085081,Driver,26_to_39
20085169,Passenger,0_to_16
20085136,Driver,26_to_39
20085162,Driver,40_to_64
20085097,Passenger,40_to_64
20085070,Driver,40_to_64
20085046,Passenger,0_to_16
20085063,Driver,17_to_25
20085068,Driver,26_to_39
20085057,Motorcycle rider,17_to_25
20085015,Driver,26_to_39
20085116,Driver,26_to_39
20085062,Pedestrian,40_to_64
20085095,Driver,17_to_25
20085089,Driver,17_to_25
20085056,Driver,26_to_39
20085164,Passenger,17_to_25
20085132,Driver,17_to_25
20085104,Passenger,40_to_64
20085044,Passenger,17_to_25
20085141,Motorcycle rider,17_to_25
20085027,Passenger,26_to_39
20085027,Driver,26_to_39
20085104,Driver,40_to_64
20085064,Pedestrian,0_to_16
20085016,Motorcycle rider,40_to_64
20085003,Pedestrian,26_to_39
20085047,Passenger,26_to_39
20085001,Driver,26_to_39
20075069,Passenger,0_to_16
20075069,Passenger,26_to_39
20075014,Motorcycle rider,26_to_39
20075069,Passenger,26_to_39
20075071,Passenger,17_to_25
20075104,Driver,17_to_25
20075102,Driver,26_to_39
20075005,Driver,40_to_64
20075085,Motorcycle rider,17_to_25
20075044,Motorcycle rider,17_to_25
20075096,Motorcycle pillion passenger,40_to_64
20075095,Driver,26_to_39
20075148,Passenger,0_to_16
20075156,Driver,17_to_25
20075211,Passenger,26_to_39
20075211,Passenger,26_to_39
20075064,Passenger,26_to_39
20075105,Driver,40_to_64
20075200,Driver,40_to_64
20075113,Pedestrian,40_to_64
20075177,Pedestrian,17_to_25
20075101,Driver,26_to_39
20075048,Motorcycle rider,40_to_64
20075191,Motorcycle rider,40_to_64
20075033,Passenger,0_to_16
20075195,Passenger,40_to_64
20075116,Passenger,17_to_25
20075116,Passenger,17_to_25
20075163,Driver,17_to_25
20075188,Driver,26_to_39
20075091,Driver,26_to_39
20075192,Driver,17_to_25
20075065,Motorcycle rider,40_to_64
20075162,Driver,17_to_25
20075184,Motorcycle rider,26_to_39
20075058,Motorcycle rider,40_to_64
20075114,Driver,75_or_older
20075010,Passenger,75_or_older
20075019,Passenger,0_to_16
20075022,Passenger,17_to_25
20075062,Passenger,17_to_25
20075193,Pedal cyclist,40_to_64
20075123,Motorcycle rider,40_to_64
20075022,Driver,40_to_64
20075196,Pedestrian,65_to_74
20075080,Passenger,0_to_16
20075035,Driver,26_to_39
20075106,Driver,26_to_39
20075208,Driver,40_to_64
20075180,Driver,17_to_25
20075013,Passenger,17_to_25
20075150,Passenger,0_to_16
20075078,Motorcycle rider,26_to_39
20075142,Driver,17_to_25
20075143,Motorcycle rider,17_to_25
20075026,Driver,26_to_39
20075131,Driver,40_to_64
20075141,Driver,40_to_64
20075061,Motorcycle rider,40_to_64
20075134,Passenger,17_to_25
20075013,Passenger,17_to_25
20075054,Passenger,17_to_25
20075023,Passenger,17_to_25
20075168,Passenger,26_to_39
20075212,Driver,26_to_39
20075045,Passenger,17_to_25
20075040,Passenger,26_to_39
20075187,Driver,26_to_39
20075045,Passenger,40_to_64
20075039,Driver,40_to_64
20075070,Motorcycle rider,40_to_64
20075117,Driver,75_or_older
20075004,Driver,26_to_39
20075122,Driver,17_to_25
20075015,Passenger,17_to_25
20075015,Passenger,17_to_25
20075037,Passenger,26_to_39
20075214,Driver,40_to_64
20075161,Passenger,40_to_64
20075161,Driver,65_to_74
20075097,Pedestrian,17_to_25
20075155,Motorcycle rider,17_to_25
20075149,Driver,17_to_25
20075024,Passenger,40_to_64
20075024,Driver,40_to_64
20075098,Driver,26_to_39
20075093,Driver,26_to_39
20075202,Driver,40_to_64
20075042,Driver,40_to_64
20075181,Motorcycle rider,26_to_39
20075063,Passenger,75_or_older
20075145,Driver,75_or_older
20075145,Passenger,75_or_older
20075041,Driver,26_to_39
20075119,Passenger,40_to_64
20075119,Driver,40_to_64
20075049,Driver,40_to_64
20075057,Driver,65_to_74
20075032,Pedestrian,40_to_64
20075098,Passenger,17_to_25
20075098,Passenger,40_to_64
20075043,Motorcycle pillion passenger,0_to_16
20075201,Motorcycle rider,26_to_39
20075068,Driver,26_to_39
20075018,Passenger,40_to_64
20075018,Driver,40_to_64
20075012,Motorcycle rider,0_to_16
20075152,Driver,26_to_39
20075073,Driver,75_or_older
20075025,Passenger,17_to_25
20075111,Driver,26_to_39
20075144,Driver,17_to_25
20075016,Driver,26_to_39
20075094,Driver,26_to_39
20075079,Passenger,26_to_39
20075086,Driver,40_to_64
20075204,Driver,65_to_74
20075197,Pedestrian,26_to_39
20075132,Driver,0_to_16
20075034,Motorcycle rider,0_to_16
20075136,Driver,17_to_25
20075074,Driver,26_to_39
20075179,Driver,40_to_64
20075190,Motorcycle rider,26_to_39
20075030,Driver,26_to_39
20075036,Driver,40_to_64
20075209,Driver,26_to_39
20075052,Passenger,0_to_16
20075133,Pedestrian,40_to_64
20075153,Driver,40_to_64
20075112,Driver,75_or_older
20075108,Passenger,17_to_25
20075008,Pedal cyclist,26_to_39
20075027,Driver,17_to_25
20075067,Driver,26_to_39
20075158,Driver,26_to_39
20075099,Driver,26_to_39
20075199,Passenger,26_to_39
20075017,Driver,17_to_25
20075139,Driver,26_to_39
20075118,Driver,26_to_39
20075001,Driver,26_to_39
20075213,Pedal cyclist,40_to_64
20075173,Motorcycle rider,40_to_64
20075173,Motorcycle pillion passenger,40_to_64
20075129,Driver,40_to_64
20075170,Pedestrian,17_to_25
20075050,Driver,26_to_39
20075050,Passenger,40_to_64
20075087,Driver,26_to_39
20075138,Driver,40_to_64
20075154,Driver,17_to_25
20075077,Driver,17_to_25
20075051,Driver,17_to_25
20075167,Driver,17_to_25
20075072,Driver,17_to_25
20075126,Pedestrian,26_to_39
20075160,Motorcycle rider,40_to_64
20075002,Pedestrian,26_to_39
20075076,Pedestrian,75_or_older
20075127,Driver,40_to_64
20075183,Driver,17_to_25
20075206,Driver,17_to_25
20075178,Driver,26_to_39
20075205,Driver,26_to_39
20075082,Motorcycle rider,26_to_39
20075082,Motorcycle pillion passenger,26_to_39
20075011,Motorcycle rider,40_to_64
20075194,Driver,26_to_39
20075207,Motorcycle rider,26_to_39
20075060,Driver,17_to_25
20075186,Driver,26_to_39
20075166,Driver,40_to_64
20075109,Motorcycle rider,40_to_64
20075182,Passenger,17_to_25
20075151,Driver,17_to_25
20075157,Driver,26_to_39
20075055,Driver,40_to_64
20075020,Driver,40_to_64
20075009,Driver,40_to_64
20075203,Driver,40_to_64
20075120,Driver,65_to_74
20075172,Passenger,65_to_74
20075029,Pedestrian,17_to_25
20075146,Passenger,0_to_16
20075031,Motorcycle rider,17_to_25
20075046,Passenger,0_to_16
20075210,Driver,40_to_64
20075088,Driver,17_to_25
20075066,Driver,17_to_25
20075147,Driver,26_to_39
20075130,Motorcycle rider,26_to_39
20075081,Driver,26_to_39
20075175,Pedal cyclist,26_to_39
20075107,Driver,26_to_39
20075038,Driver,40_to_64
20075059,Passenger,26_to_39
20075110,Driver,40_to_64
20075092,Pedestrian,26_to_39
20075007,Pedestrian,75_or_older
20075198,Pedestrian,75_or_older
20075137,Pedestrian,40_to_64
20075169,Driver,40_to_64
20075128,Motorcycle rider,17_to_25
20075174,Motorcycle rider,26_to_39
20075100,Passenger,26_to_39
20075089,Driver,40_to_64
20075164,Driver,40_to_64
20075171,Motorcycle rider,26_to_39
20075121,Driver,26_to_39
20075189,Driver,40_to_64
20075125,Passenger,75_or_older
20075021,Passenger,0_to_16
20075176,Driver,17_to_25
20075003,Driver,40_to_64
20075159,Passenger,75_or_older
20075159,Driver,75_or_older
20075006,Passenger,17_to_25
20075084,Motorcycle rider,26_to_39
20075185,Passenger,26_to_39
20075006,Passenger,26_to_39
20075047,Passenger,26_to_39
20075124,Motorcycle rider,26_to_39
20075053,Driver,26_to_39
20075103,Passenger,40_to_64
20075075,Driver,40_to_64
20075140,Motorcycle rider,40_to_64
20075165,Passenger,65_to_74
20075047,Passenger,65_to_74
20075135,Pedestrian,40_to_64
20075090,Pedestrian,17_to_25
20075056,Pedestrian,75_or_older
20075115,Pedestrian,0_to_16
20075083,Driver,26_to_39
20075028,Passenger,0_to_16
20065132,Motorcycle rider,17_to_25
20065049,Driver,17_to_25
20065105,Motorcycle rider,26_to_39
20065008,Pedal cyclist,40_to_64
20065058,Motorcycle rider,40_to_64
20065010,Passenger,17_to_25
20065128,Driver,17_to_25
20065138,Driver,17_to_25
20065136,Motorcycle rider,17_to_25
20065065,Passenger,26_to_39
20065083,Driver,26_to_39
20065069,Passenger,40_to_64
20065010,Passenger,0_to_16
20065139,Motorcycle rider,26_to_39
20065120,Driver,17_to_25
20065156,Passenger,26_to_39
20065028,Driver,40_to_64
20065048,Passenger,40_to_64
20065045,Driver,40_to_64
20065067,Driver,40_to_64
20065112,Driver,40_to_64
20065060,Driver,40_to_64
20065104,Motorcycle rider,17_to_25
20065050,Driver,17_to_25
20065034,Driver,17_to_25
20065164,Driver,26_to_39
20065110,Driver,40_to_64
20065005,Passenger,17_to_25
20065114,Driver,40_to_64
20065166,Driver,75_or_older
20065090,Driver,75_or_older
20065173,Driver,75_or_older
20065047,Passenger,17_to_25
20065076,Driver,17_to_25
20065147,Driver,40_to_64
20065032,Driver,65_to_74
20065024,Pedestrian,75_or_older
20065109,Pedestrian,26_to_39
20065094,Driver,26_to_39
20065088,Driver,17_to_25
20065115,Driver,17_to_25
20065093,Passenger,26_to_39
20065127,Motorcycle rider,26_to_39
20065019,Driver,26_to_39
20065077,Passenger,26_to_39
20065129,Driver,17_to_25
20065124,Motorcycle rider,17_to_25
20065148,Driver,40_to_64
20065031,Driver,75_or_older
20065154,Passenger,17_to_25
20065001,Driver,17_to_25
20065066,Driver,40_to_64
20065079,Pedestrian,0_to_16
20065044,Passenger,65_to_74
20065122,Passenger,75_or_older
20065095,Driver,17_to_25
20065030,Motorcycle rider,17_to_25
20065137,Driver,17_to_25
20065027,Motorcycle rider,26_to_39
20065108,Passenger,17_to_25
20065074,Motorcycle rider,17_to_25
20065063,Passenger,17_to_25
20065152,Driver,26_to_39
20065113,Motorcycle rider,40_to_64
20065149,Motorcycle rider,40_to_64
20065149,Motorcycle pillion passenger,40_to_64
20065082,Motorcycle rider,26_to_39
20065084,Driver,40_to_64
20065142,Motorcycle rider,40_to_64
20065072,Passenger,40_to_64
20065054,Driver,65_to_74
20065159,Passenger,0_to_16
20065133,Driver,17_to_25
20065056,Driver,17_to_25
20065096,Passenger,0_to_16
20065092,Driver,17_to_25
20065141,Passenger,26_to_39
20065089,Passenger,17_to_25
20065023,Driver,26_to_39
20065073,Driver,26_to_39
20065057,Driver,17_to_25
20065003,Motorcycle rider,17_to_25
20065052,Driver,40_to_64
20065153,Driver,40_to_64
20065080,Pedestrian,17_to_25
20065170,Pedestrian,26_to_39
20065002,Pedestrian,40_to_64
20065107,Pedestrian,65_to_74
20065097,Pedestrian,75_or_older
20065070,Driver,17_to_25
20065176,Motorcycle rider,40_to_64
20065155,Driver,17_to_25
20065021,Passenger,17_to_25
20065100,Passenger,26_to_39
20065029,Driver,17_to_25
20065029,Passenger,17_to_25
20065162,Pedal cyclist,65_to_74
20065100,Passenger,40_to_64
20065168,Driver,17_to_25
20065168,Passenger,17_to_25
20065143,Driver,40_to_64
20065020,Driver,40_to_64
20065020,Passenger,40_to_64
20065022,Passenger,65_to_74
20065022,Driver,65_to_74
20065172,Pedestrian,75_or_older
20065043,Pedestrian,40_to_64
20065169,Driver,17_to_25
20065007,Driver,26_to_39
20065026,Motorcycle pillion passenger,17_to_25
20065081,Passenger,26_to_39
20065134,Driver,26_to_39
20065009,Passenger,40_to_64
20065018,Passenger,40_to_64
20065081,Passenger,40_to_64
20065178,Motorcycle rider,40_to_64
20065087,Motorcycle rider,40_to_64
20065160,Driver,40_to_64
20065140,Pedestrian,26_to_39
20065033,Pedestrian,26_to_39
20065004,Pedestrian,17_to_25
20065059,Motorcycle rider,17_to_25
20065064,Driver,26_to_39
20065026,Motorcycle rider,0_to_16
20065161,Passenger,17_to_25
20065150,Driver,26_to_39
20065006,Driver,40_to_64
20065118,Passenger,17_to_25
20065151,Driver,17_to_25
20065145,Motorcycle pillion passenger,26_to_39
20065145,Motorcycle rider,26_to_39
20065099,Driver,75_or_older
20065106,Driver,40_to_64
20065091,Driver,17_to_25
20065055,Driver,26_to_39
20065175,Driver,40_to_64
20065036,Driver,65_to_74
20065017,Pedestrian,75_or_older
20065130,Driver,26_to_39
20065135,Driver,17_to_25
20065181,Driver,17_to_25
20065117,Passenger,17_to_25
20065117,Passenger,17_to_25
20065037,Driver,17_to_25
20065085,Driver,17_to_25
20065051,Passenger,17_to_25
20065025,Driver,26_to_39
20065177,Pedestrian,40_to_64
20065035,Pedestrian,75_or_older
20065117,Driver,40_to_64
20065011,Motorcycle rider,26_to_39
20065116,Driver,17_to_25
20065121,Motorcycle rider,26_to_39
20065039,Driver,17_to_25
20065098,Passenger,17_to_25
20065125,Driver,26_to_39
